generation;Final Drive;Roll Radius;Gear 3;Gear 4;Gear 5;Consumption;Elasticity 3;Elasticity 4;Elasticity 5
1;4.069029347457549;0.3121970606472628;1.5017713055885449;1.3495815653515764;1.0740577890268022;1.582032;10.0;12.39;19.57
1;1.5690293474575492;0.2566415050917073;1.974057789026803;0.921010136780148;0.6835894874067268;1.092945;26.32;120.88;212.9
2;3.5544497559999924;0.2680325637639774;1.2834426310375222;1.2525177784051373;1.1777766286860567;1.589617;13.23;13.9;15.72
2;1.3473214920170484;0.4172130325436325;1.2713990644955915;1.1687257948211147;1.1635821642468132;1.132689;219.21;249.88;251.51
2;1.8305181403559554;0.2500688916723764;1.8794368253361262;0.8219349321395124;0.6556351140127274;1.144774;20.26;105.84;166.21
2;1.6913311090215624;0.2637019772557284;1.908692996808596;0.8731344726306197;0.7472560289838576;1.12137;25.59;122.21;166.65
2;4.078625882304962;0.4974427112916325;1.9708617411696565;1.9090432685533698;1.6996869471420197;1.439051;14.68;15.65;19.74
2;2.9643634386764925;0.3986266907913346;1.3886333737053516;0.8817194727617759;0.8567936051190632;1.154152;35.94;89.09;94.36
2;3.1452155779991147;0.4347614833004259;1.387423632655672;0.8769488885844625;0.7000556381307224;1.115192;38.04;95.17;149.52
2;2.5833556445498065;0.2903791207183666;1.3714183897477445;0.8894459127152942;0.8329196589406944;1.228948;25.76;61.17;69.75
2;1.5690293474575492;0.2566415050917073;1.974057789026803;0.921010136780148;0.6835894874067268;1.092945;26.32;120.88;212.9
2;1.7626590066864927;0.42127675625398564;1.354508640671485;1.2715270666849579;1.0976073555584163;1.110376;119.31;135.45;180.53
3;3.5321834552392204;0.26913071872926536;1.2931202613322328;1.2718214449724439;1.187105292047111;1.586242;13.31;13.76;15.8
3;2.261200679450494;0.2862657555546896;1.2472974490188358;1.1060183944562305;1.0513136017410583;1.20955;39.48;50.19;55.54
3;1.3306444088590845;0.26969688339798575;1.8973484857754033;0.958566824916216;0.7818147223889597;1.068294;43.72;170.92;241.86
3;1.574077339196962;0.23174429318881967;1.7923065019644653;0.6893541849603475;0.5881192875542909;1.104399;25.87;174.16;229.09
3;1.3190431116862986;0.4352632705831825;1.3713106006181177;0.8561117477446629;0.7303542603052484;1.146835;214.91;384.51;450.72
3;1.3611350681442178;0.2729976963771765;1.9194870919016989;0.8849738559769846;0.7390175012950546;1.068336;41.84;194.0;258.76
3;3.6061801253030015;0.2579119247432993;1.3417390894169636;1.3021831284450749;1.2573940646462058;1.669312;10.89;11.56;12.4
3;3.785882126509223;0.26694651677763237;1.3102127291577332;1.3065236494538053;1.1649048902699066;1.652227;11.1;11.16;14.05
3;5.631529347457549;0.21219706064726285;1.7744985783158178;1.3740577890268029;0.5230509531066786;2.488295;2.34;3.08;19.9
3;4.381529347457549;0.4788637273139295;1.914057789026803;1.9108622146794543;1.808765238820964;1.529742;12.5;12.54;14.0
4;4.34919628411053;0.47516196465418;1.9425256992712687;1.867247498136258;1.814307258263641;1.530121;12.13;13.12;13.9
4;3.1263400712196217;0.251753705090651;1.2434115067499638;1.225319963127681;1.1512811500992757;1.524108;16.08;16.56;18.76
4;3.6250548259879642;0.28059628421978855;1.3667448914141194;1.3131314089911093;1.2199334020073629;1.592656;12.3;13.32;15.44
4;3.1846059569960494;0.23691540247368578;1.310431145838896;1.2873486010740136;1.2746696018236832;1.632775;12.36;12.8;13.06
4;4.476728799596528;0.4752743815616576;1.9039345324250303;0.8945739204379705;0.767145361040116;1.293598;11.92;53.95;73.35
4;4.536482159094241;0.48401404094746237;1.9362153568567135;1.9249999999999998;0.7808145704164366;1.368446;11.64;11.78;71.51
4;1.342404203564393;0.4227734941586716;1.3927898827998941;0.9221840401725929;0.6429014005471285;1.138675;193.22;340.69;488.69
4;1.8365758620983788;0.43605088222082766;1.3512667781349372;0.8696899515200204;0.5992486952435512;1.094743;118.31;260.95;395.25
4;4.069029347457549;0.3121970606472628;1.5017713055885449;1.3495815653515764;1.0740577890268022;1.582032;10.0;12.39;19.57
4;1.5690293474575492;0.2566415050917073;1.974057789026803;0.921010136780148;0.6835894874067268;1.092945;26.32;120.88;212.9
5;2.772233646024927;0.25508443916171586;1.2719528342475805;1.215242379078183;0.7278128304238677;1.337147;20.07;21.98;61.22
5;4.621448002773483;0.4846765830230292;1.3135374117403311;1.2362467191379514;1.1975853271923622;1.349654;24.44;27.59;29.4
5;4.876726182366882;0.498301275142089;1.9529619645842666;1.8764823357542937;0.8250027624783782;1.399142;10.49;11.37;58.75
5;3.2731229029372244;0.23295022956040065;1.3056462829733388;1.2869755818053554;1.204145926176877;1.652382;11.39;11.72;13.39
5;4.660317517802216;0.44262094447127487;1.4218421535175143;0.8216052630570252;0.5415682149541338;1.266243;17.11;51.19;117.86
5;4.3476611245452315;0.4741946318477062;1.8876693546913286;1.8643084250847504;0.5619849536487612;1.305666;12.8;13.12;144.43
5;1.7197076958533954;0.42584314633657144;1.9581724306738735;1.9068556985821958;1.831916701051877;1.170228;61.25;64.59;69.98
5;4.494309542256939;0.4469857962786742;1.3067851300151325;0.8079762513163342;0.6274101011998534;1.246649;22.21;58.03;96.26
5;3.0026737674047594;0.3457243762505706;1.5672799101827994;1.279681084462538;0.8649925658125648;1.26718;20.7;31.04;67.86
5;4.34919628411053;0.47516196465418;1.9425256992712687;1.867247498136258;1.814307258263641;1.530121;12.13;13.12;13.9
6;4.962641167961209;0.47519697591075966;1.934319078688743;1.8380425958085946;0.777175949469932;1.428871;9.39;10.4;58.14
6;5.011125661982483;0.4909237583423932;1.5611062448832538;1.330749400714966;0.8541160495402843;1.358516;15.1;20.78;50.4
6;4.963687966855326;0.4304905212094801;1.4227912818708082;0.8379287844774639;0.5328192472652707;1.317902;14.25;41.05;101.5
6;1.6574565451637313;0.439448530230808;1.9047283162907944;1.884411284817483;1.8080044816289456;1.162183;74.21;75.82;82.36
6;2.783247945788327;0.24883975664256036;1.26819651653824;1.2292393438659994;0.7662794750033062;1.362661;19.06;20.29;52.15
6;4.328771569250166;0.46409325970084125;1.941959593456642;1.9230537242461958;1.737199587196712;1.534641;11.68;11.91;14.6
6;4.646557040900359;0.48358061273034153;1.3645754894838702;1.2909554460789008;1.1403112216266955;1.35273;22.31;24.92;31.93
6;2.9776195870063424;0.47055269138264705;1.346978692122332;1.202031723238878;1.1225068887321252;1.160393;52.73;66.2;75.91
6;2.5833556445498065;0.2903791207183666;1.3714183897477445;0.8894459127152942;0.8329196589406944;1.228948;25.76;61.17;69.75
6;2.772233646024927;0.25508443916171586;1.2719528342475805;1.215242379078183;0.7278128304238677;1.337147;20.07;21.98;61.22
7;5.142564105977468;0.48702309018137535;1.5642728386466571;1.368028997190682;0.8613595915583669;1.383886;14.05;18.38;46.32
7;4.320048632512018;0.4558248558171352;1.9929647394963255;1.9249999999999998;1.7473963549411595;1.552937;10.74;11.52;13.98
7;4.744692285474472;0.4938728275932986;1.4603834856621436;1.309038098763601;1.1463244372950008;1.364608;19.48;24.24;31.61
7;5.2661000060112295;0.4921514964248473;1.52121768039432;1.451459077374802;0.7915315588055059;1.382142;14.47;15.9;53.4
7;2.7743559324224027;0.2539932016934543;1.3719515187464721;1.208631207477986;0.7513423711520024;1.354329;17.07;22.0;56.87
7;4.948453789046177;0.47854284874443836;1.531037740357006;1.339698573697209;0.8133662891157616;1.357304;15.3;19.98;54.15
7;2.9259129913642377;0.4883910352903586;1.2468664527059266;0.8695632370916964;0.5730500024543272;1.05859;68.64;141.28;284.94
7;3.1069350719515256;0.47359328612410845;1.4149156555629703;0.8468748133092768;0.5000716262349898;1.050506;44.47;124.17;301.52
7;5.416468270004331;0.3501710325481406;1.7232104503117542;1.7082324071388855;0.6519706974223534;1.690241;5.27;5.37;37.69
7;4.962641167961209;0.47519697591075966;1.934319078688743;1.8380425958085946;0.777175949469932;1.428871;9.39;10.4;58.14
8;4.640911381113639;0.4918198543484741;1.4045249747710105;1.2683009560742262;1.1223500681179064;1.339785;21.83;26.77;34.18
8;4.73709464163776;0.4859326272817039;1.461244467707853;1.2878815752103443;1.1921654137812778;1.382163;18.9;24.33;28.39
8;5.061578068661858;0.4773014341927903;1.477105531130209;1.2800996689650033;0.7511908127945438;1.3522;15.63;20.81;60.36
8;5.185337595956199;0.47919320262742005;1.6411393208726035;1.2288229050246624;1.0956678514045448;1.445573;12.16;21.69;27.28
8;5.032894051394039;0.46874983552097604;1.9564767134618113;1.8593219812944697;0.6295489005796726;1.426165;8.69;9.62;83.83
8;5.026497732662039;0.47563711448942286;1.9292786341983814;1.8703738415659095;0.8113666601498298;1.445168;9.22;9.81;52.1
8;5.0830973881688415;0.4804659070986261;1.4989733456181584;1.3651304569175258;0.840540925497451;1.375354;15.25;18.38;48.45
8;4.188569031648894;0.47050411453442076;1.9897455243418847;1.9009539110184228;1.66140603195018;1.489529;12.22;13.39;17.53
8;4.069029347457549;0.3121970606472628;1.5017713055885449;1.3495815653515764;1.0740577890268022;1.582032;10.0;12.39;19.57
8;5.142564105977468;0.48702309018137535;1.5642728386466571;1.368028997190682;0.8613595915583669;1.383886;14.05;18.38;46.32
9;4.118760513321747;0.30643598485742407;1.488374493903219;1.4201907245858472;1.0941622899679986;1.618516;9.58;10.52;17.73
9;4.1681251959216885;0.32629531834300884;1.507231361540389;1.3091073929187156;1.1563483708244202;1.582126;10.34;13.71;17.57
9;5.001069341440427;0.4712495962772918;1.423637990482537;1.224743694821634;0.7326687789389483;1.340081;16.8;22.7;63.35
9;4.981095977769205;0.48028749482527955;1.4294751106861405;1.2784245485582462;0.8068215876178559;1.343977;17.45;21.81;54.71
9;5.144328305475067;0.4722410843072107;1.8714103779698466;1.8231482480825585;0.6028240970013748;1.42043;9.22;9.72;88.82
9;5.052359034014388;0.4583949871020571;1.9733740621710818;1.8529129293450677;0.630814613878605;1.445302;8.1;9.19;79.23
9;5.214762761899654;0.49967022752567586;1.5276892791520331;1.4321790311615574;0.8832888362137327;1.382435;15.08;17.16;45.09
9;4.129921844682952;0.46553664309891296;1.9168242274592115;1.914170205931804;1.6857988610345012;1.486811;13.26;13.3;17.14
9;1.5690293474575492;0.2566415050917073;1.974057789026803;0.921010136780148;0.6835894874067268;1.092945;26.32;120.88;212.9
9;4.640911381113639;0.4918198543484741;1.4045249747710105;1.2683009560742262;1.1223500681179064;1.339785;21.83;26.77;34.18
10;5.137229201614025;0.4887848608134094;1.458569965819987;1.243420579601144;0.8387997244765725;1.357761;16.32;22.45;49.29
10;5.008900997049319;0.4878071834818072;1.3926865364644867;1.3056883483252724;0.7434572682544447;1.325906;18.75;21.33;65.72
10;4.5687014443063685;0.4890134204487791;1.433256422769877;1.2394602300685436;1.2017568145122295;1.349436;21.39;28.59;30.41
10;4.736775671273387;0.4870847734784207;1.368989000452727;1.2634365939453045;1.1408562332653176;1.35925;21.64;25.4;31.15
10;4.672564576511599;0.4683780735704236;1.8632658248916547;1.863250761594079;0.6343680026114296;1.372116;11.09;11.09;95.65
10;5.25200522477928;0.49162035701477674;1.4122537660039067;1.2496965222803462;1.1571149703500223;1.431531;16.85;21.51;25.09
10;4.584451108158531;0.48848927803454995;1.8403372249062535;1.8056273548325876;0.5840971943346395;1.318083;12.85;13.35;127.56
10;5.276787805686828;0.48503312766825973;1.379459409104667;1.2416186272383651;1.1448096706000832;1.438155;17.03;21.02;24.72
10;2.503501833065908;0.2831625422344117;1.371535900498968;0.8944468457467163;0.838307700658034;1.227024;26.08;61.25;69.72
10;4.118760513321747;0.30643598485742407;1.488374493903219;1.4201907245858472;1.0941622899679986;1.618516;9.58;10.52;17.73
