generation;Final Drive;Roll Radius;Gear 3;Gear 4;Gear 5;Consumption;Elasticity 3;Elasticity 4;Elasticity 5
1;4.069029347457549;0.3121970606472628;1.5017713055885449;1.3495815653515764;1.0740577890268022;1.582032;10.0;12.39;19.57
1;1.5690293474575492;0.2566415050917073;1.974057789026803;0.921010136780148;0.6835894874067268;1.092945;26.32;120.88;212.9
2;4.992517923865542;0.35384722145478065;1.60523768919475;1.4832552323488413;0.7105589154221972;1.575327;7.46;8.75;38.13
2;3.455663580313727;0.2731497410144663;0.9921840380246332;0.9748560533592316;0.929527309076928;1.428307;24.34;25.21;27.73
2;4.685667409340161;0.48041110478139587;1.9103045356593882;1.8057038591641845;1.7915272005106178;1.571095;11.04;12.36;12.56
2;2.0023565901235756;0.38082208039933;1.7035662747703977;1.2230459465254877;0.7017923159375168;1.053241;47.75;92.62;258.22
2;1.1447180924815903;0.4155834412113796;1.2674158831494;1.199387251673481;1.19717203977071;1.146334;278.76;298.98;299.65
2;4.834626709372836;0.484565791777822;1.9824166363028213;1.840045744815615;1.7100318431543844;1.581568;9.8;11.37;13.17
2;4.49313665233747;0.4708447875836858;1.8918451020614384;1.7607286841004115;1.7497783243922145;1.539874;11.76;13.58;13.75
2;4.620593019575045;0.4875288037552567;1.9980482842697638;1.813163296223741;1.7912371641281062;1.553909;10.69;12.98;13.3
2;1.8815293474575492;0.37886372731392953;1.5944795245352499;1.2290440328612724;0.7740577890268023;1.058871;61.08;102.83;243.11
2;1.9629326746735514;0.39017008194787595;1.6426723974634734;1.19559699678818;0.7666562094141436;1.057453;56.08;105.89;241.89
3;1.9508903020546817;0.3859530360378891;1.7797283684283158;1.7773203821545414;1.601909002163059;1.18465;47.34;47.47;58.42
3;1.7789323558719699;0.47369806419332744;1.9562232204785972;1.8391835385989963;1.7722019330430177;1.156457;70.96;80.28;86.47
3;4.887689564517752;0.4779897430484232;1.950255479118077;1.787149306991228;1.676699669850053;1.589359;9.64;11.48;13.04
3;4.286028062757357;0.4801421056428801;1.954894312122501;1.8340734005688466;1.7218906975827104;1.494473;12.59;14.3;16.23
3;5.004663128909352;0.33842348671424827;1.908438830739156;1.9074787946121499;1.7030437069213702;2.131106;4.71;4.71;5.94
3;5.035464716635894;0.3420135868108919;1.884546323418801;1.726879677624562;1.6342372455423904;2.053354;4.87;5.82;6.56
3;1.6422886979947653;0.40580424562512685;1.2111938703475855;1.1144923294095925;1.09506227720809;1.123283;159.55;186.55;192.5
3;1.83818557365184;0.42912804193047355;1.4538728095052447;1.3521305054597836;1.1197298321980813;1.108834;98.77;114.23;166.4
3;3.7565293474575494;0.24553039398059617;0.9516223816781072;0.7140577890268024;0.5472258510430904;1.427844;18.09;32.12;54.65
3;4.992517923865542;0.35384722145478065;1.60523768919475;1.4832552323488413;0.7105589154221972;1.575327;7.46;8.75;38.13
4;1.8110828887272192;0.47742161116602755;1.4849404809585556;1.375191948058127;1.138099556499427;1.104168;120.78;140.89;201.5
4;1.8038993068680407;0.4265587489772994;1.4724284822804283;1.3815988061246005;1.1006586018612112;1.102329;98.8;112.24;176.1
4;4.485752057190719;0.4852824779958982;1.974711061153972;1.8783477286036738;1.6764563026186994;1.516632;11.51;12.72;15.97
4;1.6516666340652608;0.3980779305130398;1.3776069066194085;1.0043945573323;0.9416302288882719;1.101452;117.3;213.91;237.18
4;1.6382750580551446;0.46072327779152505;1.8909710222835292;1.8566533265361964;1.7935856246048654;1.154791;84.71;87.88;94.17
4;3.586550885107757;0.24607362788451276;0.9963614853822406;0.7126460778790388;0.5408941818848483;1.400458;18.18;35.53;61.62
4;4.400012579367865;0.4758851314629973;1.9692360214234004;1.844141594959615;1.721252076597157;1.521746;11.56;13.19;15.14
4;1.8092600803190637;0.41779615108967716;1.4412650432366922;1.4017491115200242;1.1648602042167187;1.116246;98.34;103.97;150.71
4;4.8570436006742685;0.3475031362955111;1.6813687532913832;1.505862327072729;0.7282305295706977;1.584035;6.9;8.65;37.0
4;1.9508903020546817;0.3859530360378891;1.7797283684283158;1.7773203821545414;1.601909002163059;1.18465;47.34;47.47;58.42
5;1.989686066813742;0.4054498155999373;1.8800292322802608;1.7239342041853691;1.3837849590546099;1.160104;45.01;53.52;83.06
5;1.4688646662580067;0.4077646560800233;1.9424926426375173;1.7210255549680404;1.2713836337610207;1.097153;78.22;99.67;181.44
5;3.419062561195244;0.24316181484184712;1.5943801021709836;0.9451382152444388;0.593796991403585;1.484477;7.62;21.71;54.95
5;2.2718668283424712;0.2532378209663633;0.9483568433849829;0.745826297185518;0.5255179551113278;1.130013;52.92;85.55;171.93
5;1.6015215068117992;0.4475218438409767;1.4920761706683405;1.4233796860681243;1.1033760989226185;1.100834;134.46;147.8;233.31
5;1.5938902009639269;0.4276715586774304;1.5315082679048881;1.405060121406083;1.150018463768879;1.102767;117.63;139.82;204.03
5;1.984882515381698;0.47581999252071266;1.9798400400786162;1.8855877166492614;1.6573422993231435;1.161493;56.16;61.9;80.13
5;1.8883240552739944;0.4338879724145758;1.4814768296004037;1.4033821074294355;1.1838083707234501;1.117409;92.14;102.7;144.46
5;4.49313665233747;0.4708447875836858;1.8918451020614384;1.7607286841004115;1.7497783243922145;1.539874;11.76;13.58;13.75
5;1.9629326746735514;0.39017008194787595;1.6426723974634734;1.19559699678818;0.7666562094141436;1.057453;56.08;105.89;241.89
6;4.623771543460791;0.46169602213819555;1.9570697822472554;1.8003886736645716;1.6496892723911236;1.567602;9.98;11.79;14.05
6;4.574141698505057;0.4659760230032228;1.908398855865196;1.848006854881673;1.6962229943157554;1.559888;10.92;11.65;13.83
6;2.1132209606643952;0.4649422330737281;1.9863486719022543;1.7960654547044752;0.5436819370965449;1.064503;47.0;57.48;403.7
6;1.9052522844577369;0.4592259557448367;1.8487208303352973;0.7355470659896876;0.7202086935984047;1.084596;65.1;326.84;333.86
6;1.7667721479477168;0.38716498200880867;1.5907642282825751;1.2469101320849383;0.7040517794995312;1.052389;72.68;118.36;309.0
6;1.9083410646325172;0.39996303519046483;1.6493117159839403;1.2297757754100838;0.7657100595292841;1.054796;61.85;111.29;261.91
6;1.8714324309178334;0.47425896773427;1.906475703366957;1.893456582777148;1.604270301334733;1.153346;67.67;68.61;95.59
6;1.697664630061001;0.3833105696017175;1.6619761093338863;1.1743127783249325;0.7283051683763742;1.057151;70.69;141.75;307.58
6;3.455663580313727;0.2731497410144663;0.9921840380246332;0.9748560533592316;0.929527309076928;1.428307;24.34;25.21;27.73
6;1.989686066813742;0.4054498155999373;1.8800292322802608;1.7239342041853691;1.3837849590546099;1.160104;45.01;53.52;83.06
7;1.623971216011469;0.3849393422108687;1.802664432884773;1.650807139392362;1.5819040817964087;1.151788;66.22;78.96;86.0
7;1.6472924765556431;0.38297560146775356;1.6396407297702487;1.5746875473090527;1.2601029879467074;1.125597;77.0;83.49;130.48
7;4.468815930278682;0.4736377221287249;1.9381137209157715;1.8417680597172166;1.7068998829981759;1.532195;11.46;12.7;14.78
7;1.9422836507678487;0.46058094079919804;1.7462128555883376;0.7490373376955923;0.7320895965367049;1.084795;70.63;314.99;322.91
7;1.9516681427395868;0.3938292390377718;1.9251212936989912;1.7245408786656158;1.3945948873015352;1.163666;42.1;52.45;80.19
7;1.894628462187897;0.4069686258588734;1.865859113032688;1.2262175327558056;0.7607194351389733;1.050243;50.77;117.59;273.45
7;2.1508084096700317;0.4692423983192459;1.9728539376936356;1.8109838638765863;0.5420243797087091;1.065336;46.85;55.59;401.54
7;2.195137143280415;0.4128959254922107;1.8650324652748627;1.7268449584300816;1.36471427364609;1.175992;38.98;45.46;72.75
7;4.49313665233747;0.4708447875836858;1.8918451020614384;1.7607286841004115;1.7497783243922145;1.539874;11.76;13.58;13.75
7;4.623771543460791;0.46169602213819555;1.9570697822472554;1.8003886736645716;1.6496892723911236;1.567602;9.98;11.79;14.05
8;1.989216490775528;0.402556278973987;1.9682285469517018;1.7177654920792522;1.4099561325685288;1.165033;40.51;53.17;78.9
8;1.6358021071612283;0.3848702855810335;1.6611708467903736;1.5649901767178849;1.238719510278338;1.12013;76.83;86.57;138.32
8;4.233309897027765;0.4577261844786143;1.9330831600076752;1.8874452126293582;1.7265618521814243;1.523229;11.99;12.58;15.04
8;4.6279219010097155;0.45575434543423876;1.9812007793225743;1.7583677413242578;1.6750581506038162;1.583302;9.47;12.02;13.25
8;1.7967752148048364;0.385115586684166;1.7919040064798586;1.636077019637846;1.6313261565670767;1.167255;54.8;65.73;66.12
8;1.6497562294258472;0.41301828555929776;1.8246144678992495;1.1677168584152797;0.8591453052691791;1.069843;72.1;175.42;285.08
8;4.332994383768868;0.47112525705707337;1.9393557490327802;1.8464627878546769;1.7095192638909729;1.513793;12.05;13.29;15.51
8;4.376790028986806;0.4701923281585777;1.865160205298041;1.8107965826183265;1.7548488307408732;1.522894;12.72;13.49;14.37
8;4.685667409340161;0.48041110478139587;1.9103045356593882;1.8057038591641845;1.7915272005106178;1.571095;11.04;12.36;12.56
8;1.623971216011469;0.3849393422108687;1.802664432884773;1.650807139392362;1.5819040817964087;1.151788;66.22;78.96;86.0
9;1.5358629347213573;0.38165261061878875;1.705159938747863;1.5980263990492345;1.2667189950598796;1.116076;81.34;92.62;147.57
9;1.5711191937808842;0.4025962742555399;1.7982101501436984;1.6045009547961775;1.5690701818341013;1.14084;77.77;97.71;102.18
9;1.76723290086474;0.3865707658494869;1.7101241247926566;1.5801868014438007;1.3465267832261545;1.141652;62.66;73.39;101.1
9;2.1167273682705714;0.40386435747033966;1.6661681682371612;1.5262800883053504;1.2302285510522668;1.149965;50.23;59.85;92.13
9;4.3165750374743865;0.46783836592900024;1.803080771262022;1.7416251251680825;1.382604782243336;1.441714;13.85;14.85;23.56
9;2.0982855960462357;0.405798697831131;1.9716515413935747;1.8381010259393342;1.738320623298169;1.209165;36.88;42.42;47.42
9;4.718530584930785;0.4926551317788982;1.9581722341747847;1.8028046175969072;1.7527349198567164;1.551315;10.9;12.86;13.6
9;1.871918760056313;0.3819718655862243;1.8496482096652676;1.6274928702260671;1.5987248416531763;1.172233;46.63;60.21;62.39
9;3.586550885107757;0.24607362788451276;0.9963614853822406;0.7126460778790388;0.5408941818848483;1.400458;18.18;35.53;61.62
9;1.989216490775528;0.402556278973987;1.9682285469517018;1.7177654920792522;1.4099561325685288;1.165033;40.51;53.17;78.9
10;1.5678139976913685;0.39334638345439893;1.7217726744195014;1.585906128224753;1.555159387850852;1.143203;81.32;95.87;99.7
10;1.7694401843416623;0.3756062162243673;1.6878383021727126;1.53056220592876;1.3820066471695145;1.14715;60.58;73.67;90.37
10;1.9042989015809568;0.37811157979939514;1.7338733823614705;1.5100785719678527;1.3516823090349988;1.152639;50.24;66.22;82.65
10;1.9105051776231605;0.3889676552082791;1.8313467399662235;1.5603528998143186;1.25806178917095;1.141673;47.35;65.2;100.33
10;3.8461876995213546;0.23950762540533554;1.0182387400116324;0.7147237300914644;0.5448659448781028;1.470156;14.34;29.1;50.04
10;3.468685980385187;0.25347090187220694;1.0105459808297086;0.6791468757211891;0.5913823760877264;1.37037;20.05;44.36;58.48
10;2.2995069795484886;0.4828561995819012;1.8119670057494863;1.7219591950158717;1.349661195907172;1.152085;51.45;56.96;92.72
10;4.415547681711026;0.4720602707471276;1.7570030817563964;1.6940571549392294;1.472410318413453;1.461091;14.2;15.27;20.22
10;5.035464716635894;0.3420135868108919;1.884546323418801;1.726879677624562;1.6342372455423904;2.053354;4.87;5.82;6.56
10;1.5358629347213573;0.38165261061878875;1.705159938747863;1.5980263990492345;1.2667189950598796;1.116076;81.34;92.62;147.57
